urdu_text,roman_text
اٹھا کے سر مجھے اتنا تو دیکھ لینے دے,utha ke sar mujhe itna to dekh lene de
کہ قتل گاہ میں دیوانے آیے ہیں کیا کیا,ki qatl gah men divane aae hain kya kya
کہیں اندھیرے سے مانوس ہو نہ جایے ادب,kahin andhere se manus ho na jaae adab
چراغ تیز ہوا نے بجھایے ہیں کیا کیا,charagh tez hava ne bujhae hain kya kya
خار و خس تو اٹھیں راستہ تو چلے,khar o khas to uthen rasta to chale
میں اگر تھک گیا قافلہ تو چلے,main agar thak gaya qafila to chale
چاند سورج بزرگوں کے نقش قدم,chand suraj buzurgon ke naqsh e qadam
خیر بجھنے دو ان کو ہوا تو چلے,khair bujhne do un ko hava to chale
حاکم شہر یہ بھی کویی شہر ہے,hakim e shahr ye bhi koi shahr hai
مسجدیں بند ہیں مے کدہ تو چلے,masjiden band hain mai kada to chale
اس کو مذہب کہو یا سیاست کہو,us ko mazhab kaho ya siyasat kaho
خودکشی کا ہنر تم سکھا تو چلے,khud kushi ka hunar tum sikha to chale
اتنی لاشیں میں کیسے اٹھا پاؤں گا,itni lashen main kaise utha paunga
آپ اینٹوں کی حرمت بچا تو چلے,aap inton ki hurmat bacha to chale
بیلچے لاؤ کھولو زمیں کی تہیں,belche laao kholo zamin ki tahen
میں کہاں دفن ہوں کچھ پتا تو چلے,main kahan dafn huun kuchh pata to chale
کی ہے کویی حسین خطا ہر خطا کے ساتھ,ki hai koi hasin khata har khata ke saath
تھوڑا سا پیار بھی مجھے دے دو سزا کے ساتھ,thoda sa pyaar bhi mujhe de do saza ke saath
گر ڈوبنا ہی اپنا مقدر ہے تو سنو,gar dubna hi apna muqaddar hai to suno
ڈوبیں گے ہم ضرور مگر ناخدا کے ساتھ,dubenge ham zarur magar nakhuda ke saath
منزل سے وہ بھی دور تھا اور ہم بھی دور تھے,manzil se vo bhi duur tha aur ham bhi duur the
ہم نے بھی دھول اڑایی بہت رہ نما کے ساتھ,ham ne bhi dhuul udaai bahut rahnuma ke saath
رقص صبا کے جشن میں ہم تم بھی ناچتے,raqs e saba ke jashn men ham tum bhi nachte
اے کاش تم بھی آ گیے ہوتے صبا کے ساتھ,ai kaash tum bhi aa gae hote saba ke saath
اکیسویں صدی کی طرف ہم چلے تو ہیں,ikkisvin sadi ki taraf ham chale to hain
فتنے بھی جاگ اٹھے ہیں آواز پا کے ساتھ,fitne bhi jaag utthe hain avaz e pa ke saath
ایسا لگا غریبی کی ریکھا سے ہوں بلند,aisa laga gharibi ki rekha se huun buland
پوچھا کسی نے حال کچھ ایسی ادا کے ساتھ,puchha kisi ne haal kuchh aisi ada ke saath
کیا جانے کس کی پیاس بجھانے کدھر گییں,kya jaane kis ki pyaas bujhane kidhar gaiin
اس سر پہ جھوم کے جو گھٹاییں گزر گییں,is sar pe jhuum ke jo ghataen guzar gaiin
دیوانہ پوچھتا ہے یہ لہروں سے بار بار,divana puchhta hai ye lahron se baar baar
کچھ بستیاں یہاں تھیں بتاؤ کدھر گییں,kuchh bastiyan yahan thiin batao kidhar gaiin
اب جس طرف سے چاہے گزر جایے کارواں,ab jis taraf se chahe guzar jaae karvan
ویرانیاں تو سب مرے دل میں اتر گییں,viraniyan to sab mire dil men utar gaiin
پیمانہ ٹوٹنے کا کویی غم نہیں مجھے,paimana tutne ka koi gham nahin mujhe
غم ہے تو یہ کہ چاندنی راتیں بکھر گییں,gham hai to ye ki chandni raten bikhar gaiin
پایا بھی ان کو کھو بھی دیا چپ بھی ہو رہے,paaya bhi un ko kho bhi diya chup bhi ho rahe
اک مختصر سی رات میں صدیاں گزر گییں,ik mukhtasar si raat men sadiyan guzar gaiin
لایی پھر اک لغزش مستانہ تیرے شہر میں,laai phir ik laghzish e mastana tere shahr men
پھر بنیں گی مسجدیں مے خانہ تیرے شہر میں,phir banengi masjiden mai khana tere shahr men
آج پھر ٹوٹیں گی تیرے گھر کی نازک کھڑکیاں,aaj phir tutengi tere ghar ki nazuk khidkiyan
آج پھر دیکھا گیا دیوانہ تیرے شہر میں,aaj phir dekha gaya divana tere shahr men
جرم ہے تیری گلی سے سر جھکا کر لوٹنا,jurm hai teri gali se sar jhuka kar lautna
کفر ہے پتھراؤ سے گھبرانا تیرے شہر میں,kufr hai pathrav se ghabrana tere shahr men
شاہ نامے لکھے ہیں کھنڈرات کی ہر اینٹ پر,shah name likkhe hain khandarat ki har iint par
ہر جگہ ہے دفن اک افسانہ تیرے شہر میں,har jagah hai dafn ik afsana tere shahr men
کچھ کنیزیں جو حریم ناز میں ہیں باریاب,kuchh kanizen jo harim e naz men hain baryab
مانگتی ہیں جان و دل نذرانہ تیرے شہر میں,mangti hain jaan o dil nazrana tere shahr men
ننگی سڑکوں پر بھٹک کر دیکھ جب مرتی ہے رات,nangi sadkon par bhatak kar dekh jab marti hai raat
رینگتا ہے ہر طرف ویرانہ تیرے شہر میں,rengta hai har taraf virana tere shahr men
میں ڈھونڈتا ہوں جسے وہ جہاں نہیں ملتا,main dhundta huun jise vo jahan nahin milta
نیی زمین نیا آسماں نہیں ملتا,nai zamin naya asman nahin milta
نیی زمین نیا آسماں بھی مل جایے,nai zamin naya asman bhi mil jaae
نیے بشر کا کہیں کچھ نشاں نہیں ملتا,nae bashar ka kahin kuchh nishan nahin milta
وہ تیغ مل گیی جس سے ہوا ہے قتل مرا,vo tegh mil gai jis se hua hai qatl mira
کسی کے ہاتھ کا اس پر نشاں نہیں ملتا,kisi ke haath ka us par nishan nahin milta
وہ میرا گاؤں ہے وہ میرے گاؤں کے چولھے,vo mera gaanv hai vo mere gaanv ke chulhe
کہ جن میں شعلے تو شعلے دھواں نہیں ملتا,ki jin men shole to shole dhuan nahin milta
جو اک خدا نہیں ملتا تو اتنا ماتم کیوں,jo ik khuda nahin milta to itna matam kyuun
یہاں تو کویی مرا ہم زباں نہیں ملتا,yahan to koi mira ham zaban nahin milta
کھڑا ہوں کب سے میں چہروں کے ایک جنگل میں,khada huun kab se main chehron ke ek jangal men
تمہارے چہرے کا کچھ بھی یہاں نہیں ملتا,tumhare chehre ka kuchh bhi yahan nahin milta
پتھر کے خدا وہاں بھی پایے,patthar ke khuda vahan bhi paae
ہم چاند سے آج لوٹ آیے,ham chand se aaj laut aae
دیواریں تو ہر طرف کھڑی ہیں,divaren to har taraf khadi hain
کیا ہو گیے مہربان سایے,kya ho gae mehrban saae
جنگل کی ہواییں آ رہی ہیں,jangal ki havaen aa rahi hain
کاغذ کا یہ شہر اڑ نہ جایے,kaghaz ka ye shahr ud na jaae
لیلی نے نیا جنم لیا ہے,laila ne naya janam liya hai
ہے قیس کویی جو دل لگایے,hai qais koi jo dil lagae
ہے آج زمیں کا غسل صحت,hai aaj zamin ka ghusl e sehhat
جس دل میں ہو جتنا خون لایے,jis dil men ho jitna khuun laae
صحرا صحرا لہو کے خیمے,sahra sahra lahu ke kheme
پھر پیاسے لب فرات آیے,phir pyase lab e furat aae
شور یوں ہی نہ پرندوں نے مچایا ہوگا,shor yunhi na parindon ne machaya hoga
کویی جنگل کی طرف شہر سے آیا ہوگا,koi jangal ki taraf shahr se aaya hoga
پیڑ کے کاٹنے والوں کو یہ معلوم تو تھا,ped ke katne valon ko ye malum to tha
جسم جل جاییں گے جب سر پہ نہ سایہ ہوگا,jism jal jaenge jab sar pe na saaya hoga
بانی جشن بہاراں نے یہ سوچا بھی نہیں,bani e jashn e baharan ne ye socha bhi nahin
کس نے کانٹوں کو لہو اپنا پلایا ہوگا,kis ne kanton ko lahu apna pilaya hoga
بجلی کے تار پہ بیٹھا ہوا ہنستا پنچھی,bijli ke taar pe baitha hua hansta panchhi
سوچتا ہے کہ وہ جنگل تو پرایا ہوگا,sochta hai ki vo jangal to paraya hoga
اپنے جنگل سے جو گھبرا کے اڑے تھے پیاسے,apne jangal se jo ghabra ke ude the pyase
ہر سراب ان کو سمندر نظر آیا ہوگا,har sarab un ko samundar nazar aaya hoga
سنا کرو مری جاں ان سے ان سے افسانے,suna karo miri jaan in se un se afsane
سب اجنبی ہیں یہاں کون کس کو پہچانے,sab ajnabi hain yahan kaun kis ko pahchane
یہاں سے جلد گزر جاؤ قافلے والو,yahan se jald guzar jaao qafile vaalo
ہیں میری پیاس کے پھونکے ہویے یہ ویرانے,hain meri pyaas ke phunke hue ye virane
مرے جنون پرستش سے تنگ آ گیے لوگ,mire junun e parastish se tang aa gae log
سنا ہے بند کیے جا رہے ہیں بت خانے,suna hai band kiye ja rahe hain but khane
جہاں سے پچھلے پہر کویی تشنہ کام اٹھا,jahan se pichhle pahar koi tishna kam utha
وہیں پہ توڑے ہیں یاروں نے آج پیمانے,vahin pe tode hain yaron ne aaj paimane
بہار آیے تو میرا سلام کہہ دینا,bahar aae to mera salam kah dena
مجھے تو آج طلب کر لیا ہے صحرا نے,mujhe to aaj talab kar liya hai sahra ne
ہوا ہے حکم کہ کیفیؔ کو سنگسار کرو,hua hai hukm ki 'kaifi' ko sangsar karo
مسیح بیٹھے ہیں چھپ کے کہاں خدا جانے,masih baithe hain chhup ke kahan khuda jaane
تم اتنا جو مسکرا رہے ہو,tum itna jo muskura rahe ho
کیا غم ہے جس کو چھپا رہے ہو,kya gham hai jis ko chhupa rahe ho
آنکھوں میں نمی ہنسی لبوں پر,ankhon men nami hansi labon par
کیا حال ہے کیا دکھا رہے ہو,kya haal hai kya dikha rahe ho
بن جاییں گے زہر پیتے پیتے,ban jaenge zahr piite piite
یہ اشک جو پیتے جا رہے ہو,ye ashk jo piite ja rahe ho
جن زخموں کو وقت بھر چلا ہے,jin zakhmon ko vaqt bhar chala hai
تم کیوں انہیں چھیڑے جا رہے ہو,tum kyuun unhen chhede ja rahe ho
ریکھاؤں کا کھیل ہے مقدر,rekhaon ka khel hai muqaddar
ریکھاؤں سے مات کھا رہے ہو,rekhaon se maat kha rahe ho
وہ بھی سراہنے لگے ارباب فن کے بعد,vo bhi sarahne lage arbab e fan ke baad
داد سخن ملی مجھے ترک سخن کے بعد,dad e sukhan mili mujhe tark e sukhan ke baad
دیوانہ وار چاند سے آگے نکل گیے,divana var chand se aage nikal gae
ٹھہرا نہ دل کہیں بھی تری انجمن کے بعد,thahra na dil kahin bhi tiri anjuman ke baad
ہونٹوں کو سی کے دیکھیے پچھتاییے گا آپ,honton ko si ke dekhiye pachhtaiyega aap
ہنگامے جاگ اٹھتے ہیں اکثر گھٹن کے بعد,hangame jaag uthte hain aksar ghutan ke baad
غربت کی ٹھنڈی چھاؤں میں یاد آیی اس کی دھوپ,ghurbat ki thandi chhanv men yaad aai us ki dhuup
قدر وطن ہویی ہمیں ترک وطن کے بعد,qadr e vatan hui hamen tark e vatan ke baad
اعلان حق میں خطرۂ دار و رسن تو ہے,elan e haq men khatra e dar o rasan to hai
لیکن سوال یہ ہے کہ دار و رسن کے بعد,lekin saval ye hai ki dar o rasan ke baad
انساں کی خواہشوں کی کویی انتہا نہیں,insan ki khvahishon ki koi intiha nahin
دو گز زمیں بھی چاہیے دو گز کفن کے بعد,do gaz zamin bhi chahiye do gaz kafan ke baad
ابتدا سے ہم ضعیف و ناتواں پیدا ہویے,ibtida se ham zaiif o na tavan paida hue
اڑ گیا جب رنگ رخ سے استخواں پیدا ہویے,ud gaya jab rang rukh se ustukhvan paida hue
خاکساری نے دکھاییں رفعتوں پر رفعتیں,khaksari ne dikhain rifaton par rifaten
اس زمیں سے واہ کیا کیا آسماں پیدا ہویے,is zamin se vaah kya kya asman paida hue
علم خالق کا خزانہ ہے میان کاف و نون,ilm khaliq ka khazana hai miyan e kaf o nun
ایک کن کہنے سے یہ کون و مکاں پیدا ہویے,ek kun kahne se ye kaun o makan paida hue
ضبط دیکھو سب کی سن لی اور کچھ اپنی کہی,zabt dekho sab ki sun li aur kuchh apni kahi
اس زباں دانی پر ایسے بے زباں پیدا ہویے,is zaban dani par aise be zaban paida hue
شور بختی آیی حصے میں انہیں کے وا نصیب,shor bakhti aai hisse men unhin ke va nasib
تلخ کامی کے لیے شیریں زباں پیدا ہویے,talkh kami ke liye shirin zaban paida hue
احتیاط جسم کیا انجام کو سوچو انیسؔ,ehtiyat e jism kya anjam ko socho 'anis'
خاک ہونے کو یہ مشت استخواں پیدا ہویے,khaak hone ko ye musht e ustukhvan paida hue
اشارے کیا نگہ ناز دل ربا کے چلے,ishare kya nigah e naz e dil ruba ke chale
ستم کے تیر چلے نیمچے قضا کے چلے,sitam ke tiir chale nimche qaza ke chale
گنہ کا بوجھ جو گردن پہ ہم اٹھا کے چلے,gunah ka bojh jo gardan pe ham utha ke chale
خدا کے آگے خجالت سے سر جھکا کے چلے,khuda ke aage khajalat se sar jhuka ke chale
طلب سے عار ہے اللہ سے فقیروں کو,talab se aar hai allah se faqiron ko
کہیں جو ہو گیا پھیرا صدا سنا کے چلے,kahin jo ho gaya phera sada suna ke chale
پکارے کہتی تھی حسرت سے نعش عاشق کی,pukare kahti thi hasrat se naash ashiq ki
صنم کدھر کو ہمیں خاک میں ملا کے چلے,sanam kidhar ko hamen khaak men mila ke chale
مثال ماہی بے آب موجیں تڑپا کیں,misal e mahi e be ab maujen tadpa kiin
حباب پھوٹ کے رویے جو تم نہا کے چلے,habab phuut ke roe jo tum naha ke chale
مقام یوں ہوا اس کارگاہ دنیا میں,maqam yuun hua is kar gah e duniya men
کہ جیسے دن کو مسافر سرا میں ا کے چلے,ki jaise din ko musafir sara men aa ke chale
کسی کا دل نہ کیا ہم نے پایمال کبھی,kisi ka dil na kiya ham ne paemal kabhi
چلے جو راہ تو چیونٹی کو بھی بچا کے چلے,chale jo raah to chyunti ko bhi bacha ke chale
ملا جنہیں انہیں افتادگی سے اوج ملا,mila jinhen unhen uftadgi se auj mila
انہیں نے کھایی ہے ٹھوکر جو سر اٹھا کے چلے,unhin ne khaai hai thokar jo sar utha ke chale
انیسؔ دم کا بھروسہ نہیں ٹھہر جاؤ,'anis' dam ka bharosa nahin thahar jaao
چراغ لے کے کہاں سامنے ہوا کے چلے,charagh le ke kahan samne hava ke chale
خود نوید زندگی لایی قضا میرے لیے,khud naved e zindagi laai qaza mere liye
شمع کشتہ ہوں فنا میں ہے بقا میرے لیے,sham e kushta huun fana men hai baqa mere liye
زندگی میں تو نہ اک دم خوش کیا ہنس بول کر,zindagi men to na ik dam khush kiya hans bol kar
آج کیوں روتے ہیں میرے آشنا میرے لیے,aaj kyuun rote hain mere ashna mere liye
کنج عزلت میں مثال آسیا ہوں گوشہ گیر,kunj e uzlat men misal e asiya huun gosha gir
رزق پہنچاتا ہے گھر بیٹھے خدا میرے لیے,rizq pahunchata hai ghar baithe khuda mere liye
تو سراپا اجر اے زاہد میں سر تا پا گناہ,tu sarapa ajr ai zahid main sar ta pa gunah
باغ جنت تیری خاطر کربلا میرے لیے,bagh e jannat teri khatir karbala mere liye
نام روشن کر کے کیونکر بجھ نہ جاتا مثل شمع,naam raushan kar ke kyunkar bujh na jaata misl e shama
نا موافق تھی زمانہ کی ہوا میرے لیے,na muvafiq thi zamane ki hava mere liye
ہر نفس آیینۂ دل سے یہ آتی ہے صدا,har nafas aina e dil se ye aati hai sada
خاک تو ہو جا تو حاصل ہو جلا میرے لیے,khaak tu ho ja to hasil ho jila mere liye
خاک سے ہے خاک کو الفت تڑپتا ہوں انیسؔ,khaak se hai khaak ko ulfat tadapta huun 'anis'
کربلا کے واسطے میں کربلا میرے لیے,karbala ke vaste main karbala mere liye
کویی انیس کویی آشنا نہیں رکھتے,koi aniis koi ashna nahin rakhte
کسی کی آس بغیر از خدا نہیں رکھتے,kisi ki aas baghair az khuda nahin rakhte
کسی کو کیا ہو دلوں کی شکستگی کی خبر,kisi ko kya ho dilon ki shikastagi ki khabar
کہ ٹوٹنے میں یہ شیشے صدا نہیں رکھتے,ki tutne men ye shishe sada nahin rakhte
فقیر دوست جو ہو ہم کو سرفراز کرے,faqir dost jo ho ham ko sarfaraz kare
کچھ اور فرش بجز بوریا نہیں رکھتے,kuchh aur farsh ba juz boriya nahin rakhte
مسافرو شب اول بہت ہے تیرہ و تار,musafiro shab e avval bahut hai tiira o taar
چراغ قبر ابھی سے جلا نہیں رکھتے,charagh e qabr abhi se jala nahin rakhte
وہ لوگ کون سے ہیں اے خدایے کون و مکاں,vo log kaun se hain ai khuda e kaun o makan
سخن سے کان کو جو آشنا نہیں رکھتے,sukhan se kaan ko jo ashna nahin rakhte
مسافران عدم کا پتہ ملے کیونکر,musafiran e adam ka pata mile kyunkar
وہ یوں گیے کہ کہیں نقش پا نہیں رکھتے,vo yuun gae ki kahin naqsh e pa nahin rakhte
تپ دروں غم فرقت ورم پیادہ روی,tap e darun gham e furqat varam e payada ravi
مرض تو اتنے ہیں اور کچھ دوا نہیں رکھتے,maraz to itne hain aur kuchh dava nahin rakhte
کھلے گا حال انہیں جب کہ آنکھ بند ہویی,khulega haal unhen jab ki aankh band hui
جو لوگ الفت مشکل کشا نہیں رکھتے,jo log ulfat e mushkil kusha nahin rakhte
جہاں کی لذت و خواہش سے ہے بشر کا خمیر,jahan ki lazzat o khvahish se hai bashar ka khamir
وہ کون ہیں کہ جو حرص و ہوا نہیں رکھتے,vo kaun hain ki jo hirs o hava nahin rakhte
انیسؔ بیچ کے جاں اپنی ہند سے نکلو,'anis' bech ke jaan apni hind se niklo
جو توشۂ سفر کربلا نہیں رکھتے,jo tosha e safar e karbala nahin rakhte
مرا راز دل آشکارا نہیں,mira raz e dil ashkara nahin
وہ دریا ہوں جس کا کنارا نہیں,vo dariya huun jis ka kinara nahin
وہ گل ہوں جدا سب سے ہے جس کا رنگ,vo gul huun juda sab se hai jis ka rang
وہ بو ہوں کہ جو آشکارا نہیں,vo bu huun ki jo ashkara nahin
وہ پانی ہوں شیریں نہیں جس میں شور,vo paani huun shirin nahin jis men shor
وہ آتش ہوں جس میں شرارہ نہیں,vo atish huun jis men sharara nahin
بہت زال دنیا نے دیں بازیاں,bahut zal e duniya ne diin baziyan
میں وہ نوجواں ہوں جو ہارا نہیں,main vo naujavan huun jo haara nahin
جہنم سے ہم بے قراروں کو کیا,jahannam se ham be qararon ko kya
جو آتش پہ ٹھہرے وہ پارا نہیں,jo atish pe thahre vo paara nahin
فقیروں کی مجلس ہے سب سے جدا,faqiron ki majlis hai sab se juda
امیروں کا یاں تک گزارا نہیں,amiron ka yaan tak guzara nahin
سکندر کی خاطر بھی ہے سد باب,sikandar ki khatir bhi hai sadd e bab
جو دارا بھی ہو تو مدارا نہیں,jo daara bhi ho to madara nahin
کسی نے تری طرح سے اے انیسؔ,kisi ne tiri tarah se ai 'anis'
عروس سخن کو سنوارا نہیں,urus e sukhan ko sanvara nahin
نمود و بود کو عاقل حباب سمجھے ہیں,numud o buud ko aaqil habab samjhe hain
وہ جاگتے ہیں جو دنیا کو خواب سمجھے ہیں,vo jagte hain jo duniya ko khvab samjhe hain
کبھی برا نہیں جانا کسی کو اپنے سوا,kabhi bura nahin jaana kisi ko apne siva
ہر ایک ذرے کو ہم آفتاب سمجھے ہیں,har ek zarre ko ham aftab samjhe hain
عجب نہیں ہے جو شیشوں میں بھر کے لے جاییں,ajab nahin hai jo shishon men bhar ke le jaaen
ان آنسوؤں کو فرشتے گلاب سمجھے ہیں,in ansuon ko farishte gulab samjhe hain
زمانہ ایک طرح پر کبھی نہیں رہتا,zamana ek tarah par kabhi nahin rahta
اسی کو اہل جہاں انقلاب سمجھے ہیں,isi ko ahl e jahan inqilab samjhe hain
انہیں کو دار بقا کی ہے پختگی کا خیال,unhin ko dar e baqa ki hai pukhtagi ka khayal
جو بے ثباتی دہر خراب سمجھے ہیں,jo be sabati e dahr e kharab samjhe hain
شباب کھو کے بھی غفلت وہی ہے پیروں کو,shabab kho ke bhi ghaflat vahi hai piron ko
سحر کی نیند کو بھی شب کا خواب سمجھے ہیں,sahar ki niind ko bhi shab ka khvab samjhe hain
لحد میں آییں نکیرین آییں بسم اللہ,lahad men aaen nakirain aaen bismillah
ہر اک سوال کا ہم بھی جواب سمجھے ہیں,har ik saval ka ham bhi javab samjhe hain
اگر غرور ہے اعدا کو اپنی کثرت پر,agar ghurur hai aada ko apni kasrat par
تو اس حیات کو ہم بھی حباب سمجھے ہیں,to is hayat ko ham bhi habab samjhe hain
نہ کچھ خبر ہے حدیثوں کی ان سفیہوں کو,na kuchh khabar hai hadison ki in safihon ko
نہ یہ معانی ام الکتاب سمجھے ہیں,na ye maani e ummul kitab samjhe hain
کبھی شقی متمتع نہ ہوں گے دنیا سے,kabhi shaqi mutamatta na honge duniya se
جسے یہ آب اسے ہم سراب سمجھے ہیں,jise ye aab use ham sarab samjhe hain
مزیل عقل ہے دنیا کی دولت اے منعم,muzil e aql hai duniya ki daulat ai munim
اسی کے نشے کو صوفی شراب سمجھے ہیں,usi ke nashshe ko suufi sharab samjhe hain
حرارتیں ہیں مآل حلاوت دنیا,hararaten hain maal e halavat e duniya
وہ زہر ہے جسے ہم شہد ناب سمجھے ہیں,vo zahr hai jise ham shahd e nab samjhe hain
انیسؔ مخمل و دیبا سے کیا فقیروں کو,'anis' makhmal o diiba se kya faqiron ko
اسی زمین کو ہم فرش خواب سمجھے ہیں,isi zamin ko ham farsh e khvab samjhe hain
سدا ہے فکر ترقی بلند بینوں کو,sada hai fikr e taraqqi buland binon ko
ہم آسمان سے لایے ہیں ان زمینوں کو,ham asman se laae hain in zaminon ko
پڑھیں درود نہ کیوں دیکھ کر حسینوں کو,padhen durud na kyuun dekh kar hasinon ko
خیال صنعت صانع ہے پاک بینوں کو,khayal e sanat e sane hai pak binon ko
کمال فقر بھی شایاں ہے پاک بینوں کو,kamal e faqr bhi shayan hai pak binon ko
یہ خاک تخت ہے ہم بوریا نشینوں کو,ye khaak takht hai ham boriya nashinon ko
لحد میں سویے ہیں چھوڑا ہے شہ نشینوں کو,lahad men soe hain chhoda hai shah nashinon ko
قضا کہاں سے کہاں لے گیی مکینوں کو,qaza kahan se kahan le gai makinon ko
یہ جھریاں نہیں ہاتھوں پہ ضعف پیری نے,ye jhurriyan nahin hathon pe zoaf e piri ne
چنا ہے جامۂ اصلی کی آستینوں کو,chuna hai jama e asli ki astinon ko
لگا رہا ہوں مضامین نو کے پھر انبار,laga raha huun mazamin e nau ke phir ambar
خبر کرو مرے خرمن کے خوشہ چینوں کو,khabar karo mire khirman ke khosha chinon ko
بھلا تردد بے جا سے ان میں کیا حاصل,bhala taraddud e beja se un men kya hasil
اٹھا چکے ہیں زمیندار جن زمینوں کو,utha chuke hain zamindar jin zaminon ko
انہیں کو آج نہیں بیٹھنے کی جا ملتی,unhin ko aaj nahin baithne ki ja milti
معاف کرتے تھے جو لوگ کل زمینوں کو,muaaf karte the jo log kal zaminon ko
یہ زایروں کو ملیں سرفرازیاں ورنہ,ye zairon ko milin sarfaraziyan varna
کہاں نصیب کہ چومیں ملک جبینوں کو,kahan nasib ki chumen malak jabinon ko
سجایا ہم نے مضامیں کے تازہ پھولوں سے,sajaya ham ne mazamin ke taaza phulon se
بسا دیا ہے ان اجڑی ہویی زمینوں کو,basa diya hai in ujdi hui zaminon ko
لحد بھی دیکھیے ان میں نصیب ہو کہ نہ ہو,lahad bhi dekhiye in men nasib ho ki na ho
کہ خاک چھان کے پایا ہے جن زمینوں کو,ki khaak chhan ke paaya hai jin zaminon ko
زوال طاقت و مویے سپید و ضعف بصر,zaval e taqat o mu e sapid o zof e basar
انہیں سے پایے بشر موت کے قرینوں کو,inhin se paae bashar maut ke qarinon ko
نہیں خبر انہیں مٹی میں اپنے ملنے کی,nahin khabar unhen mitti men apne milne ki
زمیں میں گاڑ کے بیٹھے ہیں جو دفینوں کو,zamin men gaad ke baithe hain jo dafinon ko
خبر نہیں انہیں کیا بندوبست پختہ کی,khabar nahin unhen kya badobast e pukhta ki
جو غصب کرنے لگے غیر کی زمینوں کو,jo ghasb karne lage ghair ki zaminon ko
جہاں سے اٹھ گیے جو لوگ پھر نہیں ملتے,jahan se uth gae jo log phir nahin milte
کہاں سے ڈھونڈ کے اب لاییں ہم نشینوں کو,kahan se dhund ke ab laaen ham nashinon ko
نظر میں پھرتی ہے وہ تیرگی و تنہایی,nazar men phirti hai vo tirgi o tanhai
لحد کی خاک ہے سرمہ مآل بینوں کو,lahad ki khaak hai surma maal bainon ko
خیال خاطر احباب چاہییے ہر دم,khayal e khatir e ahbab chahiye har dam
انیسؔ ٹھیس نہ لگ جایے آبگینوں کو,'anis' thes na lag jaae abginon ko
شہید عشق ہویے قیس نامور کی طرح,shahid e ishq hue qais namvar ki tarah
جہاں میں عیب بھی ہم نے کیے ہنر کی طرح,jahan men aib bhi ham ne kiye hunar ki tarah
کچھ آج شام سے چہرہ ہے فق سحر کی طرح,kuchh aaj shaam se chehra hai faq sahar ki tarah
ڈھلا ہی جاتا ہوں فرقت میں دوپہر کی طرح,dhala hi jaata huun furqat men dopahar ki tarah
سیاہ بختوں کو یوں باغ سے نکال اے چرخ,siyah bakhton ko yuun baagh se nikal ai charkh
کہ چار پھول تو دامن میں ہوں سپر کی طرح,ki chaar phuul to daman men hon sipar ki tarah
تمام خلق ہے خواہان آبرو اے رب,tamam khalq hai khvahan e abru ai rab
چھپا مجھے صدف قبر میں گہر کی طرح,chhupa mujhe sadaf e qabr men guhar ki tarah
تجھی کو دیکھوں گا جب تک ہیں برقرار آنکھیں,tujhi ko dekhunga jab tak hain barqarar ankhen
مری نظر نہ پھرے گی تری نظر کی طرح,miri nazar na phiregi tiri nazar ki tarah
ہماری قبر پہ کیا احتیاج عنبر و عود,hamari qabr pe kya ehtiyaj e ambar o ud
سلگ رہا ہے ہر اک استخواں اگر کی طرح,sulag raha hai har ik ustukhvan agar ki tarah
نحیف و زار ہیں کیا زور باغباں سے چلے,nahif o zar hain kya zor baghban se chale
جہاں بٹھا دیا بس رہ گیے شجر کی طرح,jahan bitha diya bas rah gae shajar ki tarah
تمہارے حلقہ بہ گوشوں میں ایک ہم بھی ہیں,tumhare halqa ba goshon men ek ham bhi hain
پڑا رہے یہ سخن کان میں گہر کی طرح,pada rahe ye sukhan kaan men guhar ki tarah
انیسؔ یوں ہوا حال جوانی و پیری,'anis' yuun hua hal e javani o piri
بڑھے تھے نخل کی صورت گرے ثمر کی طرح,badhe the nakhl ki surat gire samar ki tarah
وجد ہو بلبل تصویر کو جس کی بو سے,vajd ho bulbul e tasvir ko jis ki bu se
اوس سے گل رنگ کا دعوی کرے پھر کس رو سے,us se gul rang ka daava kare phir kis ru se
شمع کے رونے پہ بس صاف ہنسی آتی ہے,shama ke rone pe bas saaf hansi aati hai
آتش دل کہیں کم ہوتی ہے چار آنسو سے,atish e dil kahin kam hoti hai chaar aansu se
ایک دن وہ تھا کہ تکیہ تھا کسی کا بازو,ek din vo tha ki takiya tha kisi ka baazu
اب سر اٹھتا ہی نہیں اپنے سر زانو سے,ab sar uthta hi nahin apne sar e zanu se
نزع میں ہوں مری مشکل کرو آساں یاروں,nazaa men huun miri mushkil karo asan yaron
کھولو تعویذ شفا جلد مرے بازو سے,kholo ta aviz e shifa jald mire baazu se
شوخی چشم کا تو کس کی ہے دیوانہ انیسؔ,shokhi e chashm ka tu kis ki hai divana 'anis'
آنکھیں ملتا ہے جو یوں نقش کف آہو سے,ankhen malta hai jo yuun naqsh e kaf e ahu se
آ جاییں ہم نظر جو کویی دم بہت ہے یاں,aa jaaen ham nazar jo koi dam bahut hai yaan
مہلت ہمیں بسان شرر کم بہت ہے یاں,mohlat hamen bisan e sharar kam bahut hai yaan
یک لحظہ سینہ کوبی سے فرصت ہمیں نہیں,yak lahza sina kubi se fursat hamen nahin
یعنی کہ دل کے جانے کا ماتم بہت ہے یاں,yaani ki dil ke jaane ka matam bahut hai yaan
حاصل ہے کیا سواے ترایی کے دہر میں,hasil hai kya sivae tarai ke dahr men
