Urdu,Roman_Urdu
مجھ کو خواہش ہی ڈھونڈنے کی نہ تھی,mujh ko hvhish h dhdne k na th
مجھ میں کھویا رہا خدا میرا,mujh me khoy rah hud mer
تھوک دے خون جان لے وہ اگر,thuuk de huun jaan le vo agar
عالم ترک مدعا میرا,lametarkemudda mer
جب تجھے میری چاہ تھی جاناں,jab tujhe mer chaah th jn
بس وہی وقت تھا کڑا میرا,bas vah vaqt th ka mer
کوئی مجھ تک پہنچ نہیں پاتا,ko mujh tak pahuch nah paat
اتنا آسان ہے پتا میرا,itn sn hai pat mer
آ چکا پیش وہ مروت سے,aa chuk pesh vo muravvat se
اب چلوں کام ہو چکا میرا,ab chal kaam ho chuk mer
آج میں خود سے ہو گیا مایوس,aaj mai hud se ho gay mys
آج اک یار مر گیا میرا,aaj ik yaar mar gay mer
کام کی بات میں نے کی ہی نہیں,kaam k baat mai ne k h nah
یہ مرا طور زندگی ہی نہیں,ye mir taurezindag h nah
اے امید اے امید نو میداں,ai umiid ai umdenaumaid
مجھ سے میت تری اٹھی ہی نہیں,mujh se mayyat tir uth h nah
میں جو تھا اس گلی کا مست خرام,mai jo th us gal k mastehirm
اس گلی میں مری چلی ہی نہیں,us gal me mir chal h nah
یہ سنا ہے کہ میرے کوچ کے بعد,ye sun hai ki mere kuuch ke baad
اس کی خوشبو کہیں بسی ہی نہیں,us k hushb kah bas h nah
تھی جو اک فاختہ اداس اداس,th jo ik fhta udaas udaas
صبح وہ شاخ سے اڑی ہی نہیں,subh vo shh se u h nah
مجھ میں اب میرا جی نہیں لگتا,mujh me ab mer j nah lagt
اور ستم یہ کہ میرا جی ہی نہیں,aur sitam ye ki mer j h nah
وہ جو رہتی تھی دل محلے میں,vo jo raht th dilmohalle me
پھر وہ لڑکی مجھے ملی ہی نہیں,phir vo lak mujhe mil h nah
جائیے اور خاک اڑائیے آپ,jiye aur haak uiye aap
اب وہ گھر کیا کہ وہ گلی ہی نہیں,ab vo ghar ky ki vo gal h nah
ہائے وہ شوق جو نہیں تھا کبھی,haae vo shauq jo nah th kabh
ہائے وہ زندگی جو تھی ہی نہیں,haae vo zindag jo th h nah
خوب ہے شوق کا یہ پہلو بھی,huub hai shauq k ye pahl bh
میں بھی برباد ہو گیا تو بھی,mai bh barbd ho gay t bh
حسن مغموم تمکنت میں تری,husnemahmm tamkanat me tir
فرق آیا نہ یک سر مو بھی,farq aay na yaksarem bh
یہ نہ سوچا تھا زیر سایۂ زلف,ye na soch th zeresyaezulf
کہ بچھڑ جائے گی یہ خوش بو بھی,ki bichha jeg ye hushb bh
حسن کہتا تھا چھیڑنے والے,husn kaht th chhene vaale
چھیڑنا ہی تو بس نہیں چھو بھی,chhen h to bas nah chh bh
ہائے وہ اس کا موج خیز بدن,haae vo us k maujhez badan
میں تو پیاسا رہا لب جو بھی,mai to pys rah labej bh
یاد آتے ہیں معجزے اپنے,yaad aate hai moajize apne
اور اس کے بدن کا جادو بھی,aur us ke badan k jaad bh
یاسمیں اس کی خاص محرم راز,ysm us k haas mahramerz
یاد آیا کرے گی اب تو بھی,yaad aay kareg ab t bh
یاد سے اس کی ہے مرا پرہیز,yaad se us k hai mir parhez
اے صبا اب نہ آئیو تو بھی,ai sab ab na aaiyo t bh
ہیں یہی جونؔ ایلیا جو کبھی,hai yah jaunelia jo kabh
سخت مغرور بھی تھے بد خو بھی,saht mahrr bh the badh bh
کس سے اظہار مدعا کیجے,kis se izhremudda kiije
آپ ملتے نہیں ہیں کیا کیجے,aap milte nah hai ky kiije
ہو نہ پایا یہ فیصلہ اب تک,ho na paay ye faisla ab tak
آپ کیجے تو کیا کیا کیجے,aap kiije to ky kiy kiije
آپ تھے جس کے چارہ گر وہ جواں,aap the jis ke chragar vo jav
سخت بیمار ہے دعا کیجے,saht bmr hai du kiije
ایک ہی فن تو ہم نے سیکھا ہے,ek h fan to ham ne skh hai
جس سے ملیے اسے خفا کیجے,jis se miliye use haf kiije
ہے تقاضا مری طبیعت کا,hai taqz mir tabat k
ہر کسی کو چراغ پا کیجے,har kis ko charhp kiije
ہے تو بارے یہ عالم اسباب,hai to baare ye lameasbb
بے سبب چیخنے لگا کیجے,besabab chhne lag kiije
آج ہم کیا گلہ کریں اس سے,aaj ham ky gila kare us se
گلۂ تنگیٔ قبا کیجے,gilaetageqab kiije
نطق حیوان پر گراں ہے ابھی,nutq haivn par gar hai abh
گفتگو کم سے کم کیا کیجے,guftug kam se kam kiy kiije
حضرت زلف غالیہ افشاں,hazratezulfehliyaafsh
نام اپنا صبا صبا کیجے,naam apn sab sab kiije
زندگی کا عجب معاملہ ہے,zindag k ajab momla hai
ایک لمحے میں فیصلہ کیجے,ek lamhe me faisla kiije
مجھ کو عادت ہے روٹھ جانے کی,mujh ko aadat hai ruuth jaane k
آپ مجھ کو منا لیا کیجے,aap mujh ko man liy kiije
ملتے رہیے اسی تپاک کے ساتھ,milte rahiye is tapk ke saath
بے وفائی کی انتہا کیجے,bevaf k intih kiije
کوہ کن کو ہے خودکشی خواہش,kohkan ko hai hudkush hvhish
شاہ بانو سے التجا کیجے,shhbno se iltij kiije
مجھ سے کہتی تھیں وہ شراب آنکھیں,mujh se kaht thii vo sharb khe
آپ وہ زہر مت پیا کیجے,aap vo zahar mat piy kiije
رنگ ہر رنگ میں ہے داد طلب,rag har rag me hai ddtalab
خون تھوکوں تو واہ وا کیجے,huun thk to vhv kiije
کتنے عیش سے رہتے ہوں گے کتنے اتراتے ہوں گے,kitne aish se rahte hoge kitne itrte hoge
جانے کیسے لوگ وہ ہوں گے جو اس کو بھاتے ہوں گے,jaane kaise log vo hoge jo us ko bhte hoge
شام ہوئے خوش باش یہاں کے میرے پاس آ جاتے ہیں,shaam hue hushbsh yah ke mere paas aa jaate hai
میرے بجھنے کا نظارہ کرنے آ جاتے ہوں گے,mere bujhne k nazzra karne aa jaate hoge
وہ جو نہ آنے والا ہے نا اس سے مجھ کو مطلب تھا,vo jo na aane vaal hai n us se mujh ko matlab th
آنے والوں سے کیا مطلب آتے ہیں آتے ہوں گے,aane vlo se ky matlab aate hai aate hoge
اس کی یاد کی باد صبا میں اور تو کیا ہوتا ہوگا,us k yaad k bdesab me aur to ky hot hog
یوں ہی میرے بال ہیں بکھرے اور بکھر جاتے ہوں گے,yh mere baal hai bikhre aur bikhar jaate hoge
یارو کچھ تو ذکر کرو تم اس کی قیامت بانہوں کا,yaaro kuchh to zikr karo tum us k qaymat bho k
وہ جو سمٹتے ہوں گے ان میں وہ تو مر جاتے ہوں گے,vo jo simatte hoge un me vo to mar jaate hoge
میرا سانس اکھڑتے ہی سب بین کریں گے روئیں گے,mer saas ukhate h sab bain karege roege
یعنی میرے بعد بھی یعنی سانس لیے جاتے ہوں گے,yaan mere baad bh yaan saas liye jaate hoge
نیا اک رشتہ پیدا کیوں کریں ہم,nay ik rishta paid kyuu kare ham
بچھڑنا ہے تو جھگڑا کیوں کریں ہم,bichhan hai to jhag kyuu kare ham
خموشی سے ادا ہو رسم دوری,hamosh se ad ho rasmedr
کوئی ہنگامہ برپا کیوں کریں ہم,ko hagma barp kyuu kare ham
یہ کافی ہے کہ ہم دشمن نہیں ہیں,ye kaaf hai ki ham dushman nah hai
وفا داری کا دعوی کیوں کریں ہم,vafdr k daav kyuu kare ham
وفا اخلاص قربانی محبت,vaf ihls qurbn mohabbat
اب ان لفظوں کا پیچھا کیوں کریں ہم,ab in lafzo k pchh kyuu kare ham
ہماری ہی تمنا کیوں کرو تم,hamr h tamann kyuu karo tum
تمہاری ہی تمنا کیوں کریں ہم,tumhr h tamann kyuu kare ham
کیا تھا عہد جب لمحوں میں ہم نے,kiy th ahd jab lamho me ham ne
تو ساری عمر ایفا کیوں کریں ہم,to saar umr iif kyuu kare ham
نہیں دنیا کو جب پروا ہماری,nah duniy ko jab parv hamr
تو پھر دنیا کی پروا کیوں کریں ہم,to phir duniy k parv kyuu kare ham
یہ بستی ہے مسلمانوں کی بستی,ye bast hai musalmno k bast
یہاں کار مسیحا کیوں کریں ہم,yah kremash kyuu kare ham
روح پیاسی کہاں سے آتی ہے,ruuh pys kah se aat hai
یہ اداسی کہاں سے آتی ہے,ye uds kah se aat hai
ہے وہ یک سر سپردگی تو بھلا,hai vo yaksar supurdag to bhal
بد حواسی کہاں سے آتی ہے,badhavs kah se aat hai
وہ ہم آغوش ہے تو پھر دل میں,vo hamhosh hai to phir dil me
نا شناسی کہاں سے آتی ہے,nshans kah se aat hai
ایک زندان بے دلی اور شام,ek zindnebedil aur shaam
یہ صبا سی کہاں سے آتی ہے,ye sab s kah se aat hai
تو ہے پہلو میں پھر تری خوشبو,t hai pahl me phir tir hushb
ہو کے باسی کہاں سے آتی ہے,ho ke baas kah se aat hai
دل ہے شب سوختہ سوائے امید,dil hai shabsohta sive ummd
تو ندا سی کہاں سے آتی ہے,t nid s kah se aat hai
میں ہوں تجھ میں اور آس ہوں تیری,mai huu tujh me aur aas huu ter
تو نراسی کہاں سے آتی ہے,to nirs kah se aat hai
سارے رشتے تباہ کر آیا,saare rishte tabh kar aay
دل برباد اپنے گھر آیا,dilebarbd apne ghar aay
آخرش خون تھوکنے سے میاں,hirash huun thkne se miy
بات میں تیری کیا اثر آیا,baat me ter ky asar aay
تھا خبر میں زیاں دل و جاں کا,th habar me ziy dil o jaa k
ہر طرف سے میں بے خبر آیا,har taraf se mai behabar aay
اب یہاں ہوش میں کبھی اپنے,ab yah hosh me kabh apne
نہیں آؤں گا میں اگر آیا,nah g mai agar aay
میں رہا عمر بھر جدا خود سے,mai rah umr bhar jud hud se
یاد میں خود کو عمر بھر آیا,yaad mai hud ko umr bhar aay
وہ جو دل نام کا تھا ایک نفر,vo jo dil naam k th ek nafar
آج میں اس سے بھی مکر آیا,aaj mai is se bh mukar aay
مدتوں بعد گھر گیا تھا میں,muddato baad ghar gay th mai
جاتے ہی میں وہاں سے ڈر آیا,jaate h mai vah se dar aay
سر ہی اب پھوڑیے ندامت میں,sar h ab phoiye nadmat me
نیند آنے لگی ہے فرقت میں,niid aane lag hai furqat me
ہیں دلیلیں ترے خلاف مگر,hai dalle tire hilf magar
سوچتا ہوں تری حمایت میں,socht huu tir himyat me
روح نے عشق کا فریب دیا,ruuh ne ishq k fareb diy
جسم کو جسم کی عداوت میں,jism ko jism k advat me
اب فقط عادتوں کی ورزش ہے,ab faqat dato k varzish hai
روح شامل نہیں شکایت میں,ruuh shmil nah shikyat me
عشق کو درمیاں نہ لاؤ کہ میں,ishq ko darmiy na laao ki mai
چیختا ہوں بدن کی عسرت میں,chht huu badan k usrat me
یہ کچھ آسان تو نہیں ہے کہ ہم,ye kuchh sn to nah hai ki ham
روٹھتے اب بھی ہیں مروت میں,rthte ab bh hai muravvat me
وہ جو تعمیر ہونے والی تھی,vo jo taamr hone vaal th
لگ گئی آگ اس عمارت میں,lag ga aag us imrat me
زندگی کس طرح بسر ہوگی,zindag kis tarah basar hog
دل نہیں لگ رہا محبت میں,dil nah lag rah mohabbat me
حاصل کن ہے یہ جہان خراب,hsilekun hai ye jahneharb
یہی ممکن تھا اتنی عجلت میں,yah mumkin th itn ujlat me
پھر بنایا خدا نے آدم کو,phir bany hud ne aadam ko
اپنی صورت پہ ایسی صورت میں,apn srat pe ais srat me
اور پھر آدمی نے غور کیا,aur phir aadm ne haur kiy
چھپکلی کی لطیف صنعت میں,chhipkil k latf sanat me
اے خدا جو کہیں نہیں موجود,ai hud jo kah nah maujd
کیا لکھا ہے ہماری قسمت میں,ky likh hai hamr qismat me
شرمندگی ہے ہم کو بہت ہم ملے تمہیں,sharmindag hai ham ko bahut ham mile tumhe
تم سر بہ سر خوشی تھے مگر غم ملے تمہیں,tum sarbasar hush the magar ham mile tumhe
میں اپنے آپ میں نہ ملا اس کا غم نہیں,mai apne aap me na mil is k ham nah
غم تو یہ ہے کہ تم بھی بہت کم ملے تمہیں,ham to ye hai ki tum bh bahut kam mile tumhe
ہے جو ہمارا ایک حساب اس حساب سے,hai jo hamr ek hisb us hisb se
آتی ہے ہم کو شرم کہ پیہم ملے تمہیں,aat hai ham ko sharm ki paiham mile tumhe
تم کو جہان شوق و تمنا میں کیا ملا,tum ko jahneshauqotamann me ky mil
ہم بھی ملے تو درہم و برہم ملے تمہیں,ham bh mile to darham o barham mile tumhe
اب اپنے طور ہی میں نہیں تم سو کاش کہ,ab apne taur h me nah tum so kaash ki
خود میں خود اپنا طور کوئی دم ملے تمہیں,hud me hud apn taur ko dam mile tumhe
اس شہر حیلہ جو میں جو محرم ملے مجھے,is shahrehlaj me jo mahram mile mujhe
فریاد جان جاں وہی محرم ملے تمہیں,fariyd jnej vah mahram mile tumhe
دیتا ہوں تم کو خشکئ مژگاں کی میں دعا,det huu tum ko hushkiemizhg k mai du
مطلب یہ ہے کہ دامن پر نم ملے تمہیں,matlab ye hai ki dmanepurnam mile tumhe
میں ان میں آج تک کبھی پایا نہیں گیا,mai un me aaj tak kabh paay nah gay
جاناں جو میرے شوق کے عالم ملے تمہیں,jn jo mere shauq ke aalam mile tumhe
تم نے ہمارے دل میں بہت دن سفر کیا,tum ne hamre dil me bahut din safar kiy
شرمندہ ہیں کہ اس میں بہت خم ملے تمہیں,sharminda hai ki us me bahut ham mile tumhe
یوں ہو کہ اور ہی کوئی حوا ملے مجھے,yuu ho ki aur h ko havv mile mujhe
ہو یوں کہ اور ہی کوئی آدم ملے تمہیں,ho yuu ki aur h ko aadam mile tumhe
سینہ دہک رہا ہو تو کیا چپ رہے کوئی,siina dahak rah ho to ky chup rahe ko
کیوں چیخ چیخ کر نہ گلا چھیل لے کوئی,kyuu chh chh kar na gal chhl le ko
ثابت ہوا سکون دل و جاں کہیں نہیں,sbit hu suknediloj kah nah
رشتوں میں ڈھونڈھتا ہے تو ڈھونڈا کرے کوئی,rishto me dhdht hai to dhd kare ko
ترک تعلقات کوئی مسئلہ نہیں,tarketaalluqt ko masala nah
یہ تو وہ راستہ ہے کہ بس چل پڑے کوئی,ye to vo rsta hai ki bas chal pae ko
دیوار جانتا تھا جسے میں وہ دھول تھی,dvr jnt th jise mai vo dhuul th
اب مجھ کو اعتماد کی دعوت نہ دے کوئی,ab mujh ko etimd k dvat na de ko
میں خود یہ چاہتا ہوں کہ حالات ہوں خراب,mai hud ye chht huu ki hlt huu harb
میرے خلاف زہر اگلتا پھرے کوئی,mere hilf zahr ugalt phire ko
اے شخص اب تو مجھ کو سبھی کچھ قبول ہے,ai shahs ab to mujh ko sabh kuchh qubl hai
یہ بھی قبول ہے کہ تجھے چھین لے کوئی,ye bh qubl hai ki tujhe chhn le ko
ہاں ٹھیک ہے میں اپنی انا کا مریض ہوں,haa thiik hai mai apn an k marz huu
آخر مرے مزاج میں کیوں دخل دے کوئی,hir mire mizj me kyuu dahl de ko
اک شخص کر رہا ہے ابھی تک وفا کا ذکر,ik shahs kar rah hai abh tak vaf k zikr
کاش اس زباں دراز کا منہ نوچ لے کوئی,kaash us zabdarz k muh noch le ko
تنگ آغوش میں آباد کروں گا تجھ کو,tag hosh me bd karg tujh ko
ہوں بہت شاد کہ ناشاد کروں گا تجھ کو,huu bahut shaad ki nshd karg tujh ko
فکر ایجاد میں گم ہوں مجھے غافل نہ سمجھ,fikrejd me gum huu mujhe hfil na samajh
اپنے انداز پر ایجاد کروں گا تجھ کو,apne andz par jd karg tujh ko
نشہ ہے راہ کی دوری کا کہ ہم راہ ہے تو,nashsha hai raah k duur k ki hamrh hai t
جانے کس شہر میں آباد کروں گا تجھ کو,jaane kis shahr me bd karg tujh ko
میری بانہوں میں بہکنے کی سزا بھی سن لے,mer bho me bahakne k saz bh sun le
اب بہت دیر میں آزاد کروں گا تجھ کو,ab bahut der me zd karg tujh ko
میں کہ رہتا ہوں بصد ناز گریزاں تجھ سے,mai ki raht huu basadnz gurez tujh se
تو نہ ہوگا تو بہت یاد کروں گا تجھ کو,t na hog to bahut yaad karg tujh ko
ٹھیک ہے خود کو ہم بدلتے ہیں,thiik hai hud ko ham badalte hai
شکریہ مشورت کا چلتے ہیں,shukriya mashvarat k chalte hai
ہو رہا ہوں میں کس طرح برباد,ho rah huu mai kis tarah barbd
دیکھنے والے ہاتھ ملتے ہیں,dekhne vaale haath malte hai
ہے وہ جان اب ہر ایک محفل کی,hai vo jaan ab har ek mahfil k
ہم بھی اب گھر سے کم نکلتے ہیں,ham bh ab ghar se kam nikalte hai
کیا تکلف کریں یہ کہنے میں,ky takalluf kare ye kahne me
جو بھی خوش ہے ہم اس سے جلتے ہیں,jo bh hush hai ham us se jalte hai
ہے اسے دور کا سفر در پیش,hai use duur k safar darpesh
ہم سنبھالے نہیں سنبھلتے ہیں,ham sambhle nah sambhalte hai
تم بنو رنگ تم بنو خوشبو,tum bano rag tum bano hushb
ہم تو اپنے سخن میں ڈھلتے ہیں,ham to apne suhan me dhalte hai
میں اسی طرح تو بہلتا ہوں,mai us tarah to bahalt huu
اور سب جس طرح بہلتے ہیں,aur sab jis tarah bahalte hai
ہے عجب فیصلے کا صحرا بھی,hai ajab faisle k sahr bh
چل نہ پڑیے تو پاؤں جلتے ہیں,chal na paiye to paav jalte hai
تمہارا ہجر منا لوں اگر اجازت ہو,tumhr hijr man luu agar ijzat ho
میں دل کسی سے لگا لوں اگر اجازت ہو,mai dil kis se lag luu agar ijzat ho
تمہارے بعد بھلا کیا ہیں وعدہ و پیماں,tumhre baad bhal ky hai vaadaopaim
بس اپنا وقت گنوا لوں اگر اجازت ہو,bas apn vaqt gav luu agar ijzat ho
تمہارے ہجر کی شب ہائے کار میں جاناں,tumhre hijr k shabhekr me jn
کوئی چراغ جلا لوں اگر اجازت ہو,ko charh jal luu agar ijzat ho
جنوں وہی ہے وہی میں مگر ہے شہر نیا,jun vah hai vah mai magar hai shahr nay
یہاں بھی شور مچا لوں اگر اجازت ہو,yah bh shor mach luu agar ijzat ho
کسے ہے خواہش مرہم گری مگر پھر بھی,kise hai hvhishemarhamgar magar phir bh
میں اپنے زخم دکھا لوں اگر اجازت ہو,mai apne zahm dikh luu agar ijzat ho
تمہاری یاد میں جینے کی آرزو ہے ابھی,tumhr yaad me jiine k aarz hai abh
کچھ اپنا حال سنبھالوں اگر اجازت ہو,kuchh apn haal sambhl agar ijzat ho
تو بھی چپ ہے میں بھی چپ ہوں یہ کیسی تنہائی ہے,t bh chup hai mai bh chup huu ye kais tanh hai
تیرے ساتھ تری یاد آئی کیا تو سچ مچ آئی ہے,tere saath tir yaad aa ky t sachmuch aa hai
شاید وہ دن پہلا دن تھا پلکیں بوجھل ہونے کا,shyad vo din pahl din th palke bojhal hone k
مجھ کو دیکھتے ہی جب اس کی انگڑائی شرمائی ہے,mujh ko dekhte h jab us k ag sharm hai
اس دن پہلی بار ہوا تھا مجھ کو رفاقت کا احساس,us din pahl baar hu th mujh ko rifqat k ehss
جب اس کے ملبوس کی خوشبو گھر پہنچانے آئی ہے,jab us ke malbs k hushb ghar pahuchne aa hai
حسن سے عرض شوق نہ کرنا حسن کو زک پہنچانا ہے,husn se arzeshauq na karn husn ko zak pahuchn hai
ہم نے عرض شوق نہ کر کے حسن کو زک پہنچائی ہے,ham ne arzeshauq na kar ke husn ko zak pahuch hai
ہم کو اور تو کچھ نہیں سوجھا البتہ اس کے دل میں,ham ko aur to kuchh nah sjh albatta us ke dil me
سوز رقابت پیدا کر کے اس کی نیند اڑائی ہے,sozeraqbat paid kar ke us k niid uaa hai
ہم دونوں مل کر بھی دلوں کی تنہائی میں بھٹکیں گے,ham dono mil kar bh dilo k tanh me bhatkege
پاگل کچھ تو سوچ یہ تو نے کیسی شکل بنائی ہے,pgal kuchh to soch ye t ne kais shakl ban hai
عشق پیچاں کی صندل پر جانے کس دن بیل چڑھے,ishqepech k sandal par jaane kis din bel chahe
کیاری میں پانی ٹھہرا ہے دیواروں پر کائی ہے,kyr me paan thahr hai dvro par kaa hai
حسن کے جانے کتنے چہرے حسن کے جانے کتنے نام,husn ke jaane kitne chehre husn ke jaane kitne naam
عشق کا پیشہ حسن پرستی عشق بڑا ہرجائی ہے,ishq k pesha husnparast ishq ba harj hai
آج بہت دن بعد میں اپنے کمرے تک آ نکلا تھا,aaj bahut din baad mai apne kamre tak aa nikl th
جوں ہی دروازہ کھولا ہے اس کی خوشبو آئی ہے,juu h darvza khol hai us k hushb aa hai
ایک تو اتنا حبس ہے پھر میں سانسیں روکے بیٹھا ہوں,ek to itn habs hai phir mai sse roke baith huu
ویرانی نے جھاڑو دے کے گھر میں دھول اڑائی ہے,vrn ne jh de ke ghar me dhuul uaa hai
عمر گزرے گی امتحان میں کیا,umr guzreg imtihn me ky
داغ ہی دیں گے مجھ کو دان میں کیا,daah h dege mujh ko daan me ky
میری ہر بات بے اثر ہی رہی,mer har baat beasar h rah
نقص ہے کچھ مرے بیان میں کیا,naqs hai kuchh mire bayn me ky
مجھ کو تو کوئی ٹوکتا بھی نہیں,mujh ko to ko tokt bh nah
یہی ہوتا ہے خاندان میں کیا,yah hot hai hndn me ky
اپنی محرومیاں چھپاتے ہیں,apn mahrmiy chhupte hai
ہم غریبوں کی آن بان میں کیا,ham harbo k nbn me ky
خود کو جانا جدا زمانے سے,hud ko jaan jud zamne se
آ گیا تھا مرے گمان میں کیا,aa gay th mire gumn me ky
شام ہی سے دکان دید ہے بند,shaam h se duknedd hai band
نہیں نقصان تک دکان میں کیا,nah nuqsn tak dukn me ky
اے مرے صبح و شام دل کی شفق,ai mire subhoshmedil k shafaq
تو نہاتی ہے اب بھی بان میں کیا,t naht hai ab bh baan me ky
بولتے کیوں نہیں مرے حق میں,bolte kyuu nah mire haq me
آبلے پڑ گئے زبان میں کیا,aable pa gae zabn me ky
خامشی کہہ رہی ہے کان میں کیا,hmush kah rah hai kaan me ky
آ رہا ہے مرے گمان میں کیا,aa rah hai mire gumn me ky
دل کہ آتے ہیں جس کو دھیان بہت,dil ki aate hai jis ko dhyn bahut
خود بھی آتا ہے اپنے دھیان میں کیا,hud bh aat hai apne dhyn me ky
وہ ملے تو یہ پوچھنا ہے مجھے,vo mile to ye pchhn hai mujhe
اب بھی ہوں میں تری امان میں کیا,ab bh huu mai tir amaan me ky
یوں جو تکتا ہے آسمان کو تو,yuu jo takt hai smn ko t
کوئی رہتا ہے آسمان میں کیا,ko raht hai smn me ky
ہے نسیم بہار گرد آلود,hai nasmebahr gardld
خاک اڑتی ہے اس مکان میں کیا,haak ut hai us makn me ky
یہ مجھے چین کیوں نہیں پڑتا,ye mujhe chain kyuu nah pat
ایک ہی شخص تھا جہان میں کیا,ek h shahs th jahn me ky
اس کے پہلو سے لگ کے چلتے ہیں,us ke pahl se lag ke chalte hai
ہم کہیں ٹالنے سے ٹلتے ہیں,ham kah tlne se talte hai
بند ہے مے کدوں کے دروازے,band hai maikado ke darvze
ہم تو بس یوں ہی چل نکلتے ہیں,ham to bas yh chal nikalte hai
میں اسی طرح تو بہلتا ہوں,mai us tarah to bahalt huu
اور سب جس طرح بہلتے ہیں,aur sab jis tarah bahalte hai
وہ ہے جان اب ہر ایک محفل کی,vo hai jaan ab har ek mahfil k
ہم بھی اب گھر سے کم نکلتے ہیں,ham bh ab ghar se kam nikalte hai
کیا تکلف کریں یہ کہنے میں,ky takalluf kare ye kahne me
جو بھی خوش ہے ہم اس سے جلتے ہیں,jo bh hush hai ham us se jalte hai
ہے اسے دور کا سفر در پیش,hai use duur k safar darpesh
ہم سنبھالے نہیں سنبھلتے ہیں,ham sambhle nah sambhalte hai
شام فرقت کی لہلہا اٹھی,shaam furqat k lahlh uth
وہ ہوا ہے کہ زخم بھرتے ہیں,vo hav hai ki zahm bharte hai
ہے عجب فیصلے کا صحرا بھی,hai ajab faisle k sahr bh
چل نہ پڑیے تو پاؤں جلتے ہیں,chal na paiye to paav jalte hai
ہو رہا ہوں میں کس طرح برباد,ho rah huu mai kis tarah barbd
دیکھنے والے ہاتھ ملتے ہیں,dekhne vaale haath malte hai
تم بنو رنگ تم بنو خوشبو,tum bano rag tum bano hushb
ہم تو اپنے سخن میں ڈھلتے ہیں,ham to apne suhan me dhalte hai
ضبط کر کے ہنسی کو بھول گیا,zabt kar ke has ko bhuul gay
میں تو اس زخم ہی کو بھول گیا,mai to us zahm h ko bhuul gay
ذات در ذات ہم سفر رہ کر,ztdarzt hamsafar rah kar
اجنبی اجنبی کو بھول گیا,ajnab ajnab ko bhuul gay
صبح تک وجہ جاں کنی تھی جو بات,subh tak vajhejkan th jo baat
میں اسے شام ہی کو بھول گیا,mai use shaam h ko bhuul gay
عہد وابستگی گزار کے میں,ahdevbastag guzr ke mai
وجہ وابستگی کو بھول گیا,vajhevbastag ko bhuul gay
سب دلیلیں تو مجھ کو یاد رہیں,sab dalle to mujh ko yaad rah
بحث کیا تھی اسی کو بھول گیا,bahs ky th us ko bhuul gay
کیوں نہ ہو ناز اس ذہانت پر,kyuu na ho naaz is zehnat par
ایک میں ہر کسی کو بھول گیا,ek mai har kis ko bhuul gay
سب سے پر امن واقعہ یہ ہے,sab se puramn vqia ye hai
آدمی آدمی کو بھول گیا,aadm aadm ko bhuul gay
قہقہہ مارتے ہی دیوانہ,qahqaha mrte h dvna
ہر غم زندگی کو بھول گیا,har hamezindag ko bhuul gay
خواب ہا خواب جس کو چاہا تھا,hvbhhvb jis ko chh th
رنگ ہا رنگ اسی کو بھول گیا,raghrag us ko bhuul gay
کیا قیامت ہوئی اگر اک شخص,ky qaymat hu agar ik shahs
اپنی خوش قسمتی کو بھول گیا,apn hushqismat ko bhuul gay
سوچ کر اس کی خلوت انجمنی,soch kar us k halvatanjuman
واں میں اپنی کمی کو بھول گیا,vaa mai apn kam ko bhuul gay
سب برے مجھ کو یاد رہتے ہیں,sab bure mujh ko yaad rahte hai
جو بھلا تھا اسی کو بھول گیا,jo bhal th us ko bhuul gay
ان سے وعدہ تو کر لیا لیکن,un se vaada to kar liy lekin
اپنی کم فرصتی کو بھول گیا,apn kamfursat ko bhuul gay
بستیو اب تو راستہ دے دو,bastiyo ab to rsta de do
اب تو میں اس گلی کو بھول گیا,ab to mai us gal ko bhuul gay
اس نے گویا مجھی کو یاد رکھا,us ne goy mujh ko yaad rakh
میں بھی گویا اسی کو بھول گیا,mai bh goy us ko bhuul gay
یعنی تم وہ ہو واقعی؟ حد ہے,yaan tum vo ho vqa had hai
میں تو سچ مچ سبھی کو بھول گیا,mai to sachmuch sabh ko bhuul gay
آخری بت خدا نہ کیوں ٹھہرے,hir but hud na kyuu thahre
بت شکن بت گری کو بھول گیا,butshikan butgar ko bhuul gay
اب تو ہر بات یاد رہتی ہے,ab to har baat yaad raht hai
غالبا میں کسی کو بھول گیا,hliban mai kis ko bhuul gay
اس کی خوشیوں سے جلنے والا جونؔ,us k hushiyo se jalne vaal jaun
اپنی ایذا دہی کو بھول گیا,apn zdah ko bhuul gay
زندگی کیا ہے اک کہانی ہے,zindag ky hai ik kahn hai
یہ کہانی نہیں سنانی ہے,ye kahn nah sunn hai
ہے خدا بھی عجیب یعنی جو,hai hud bh ajiib yaan jo
نہ زمینی نہ آسمانی ہے,na zamn na smn hai
ہے مرے شوق وصل کو یہ گلہ,hai mire shauqevasl ko ye gila
اس کا پہلو سرائے فانی ہے,us k pahl sarefn hai
اپنی تعمیر جان و دل کے لیے,apn tmrejnodil ke liye
اپنی بنیاد ہم کو ڈھانی ہے,apn buniyd ham ko dhn hai
یہ ہے لمحوں کا ایک شہر ازل,ye hai lamho k ek shahreazal
یاں کی ہر بات ناگہانی ہے,yaa k har baat ngahn hai
چلیے اے جان شام آج تمہیں,chaliye ai jneshm aaj tumhe
شمع اک قبر پر جلانی ہے,shama ik qabr par jaln hai
رنگ کی اپنی بات ہے ورنہ,rag k apn baat hai varna
آخرش خون بھی تو پانی ہے,hirash huun bh to paan hai
