urdu_text,roman_text
رہتا ہے کچھ جھمکتا خوناب چشم تر میں,kis qadar be hisab karta huun
عالم میں آب و گل کے کیونکر نباہ ہوگا,koi bujhti hai ye bhadak men abas
اسباب گر پڑا ہے سارا مرا سفر میں,tishnagi par itaab karta huun
آہ جس وقت سر اٹھاتی ہے,sar talak ab e tegh men huun gharq
عرش پر برچھیاں چلاتی ہے,ab taiin aab aab karta huun
ناز بردار لب ہے جاں جب سے,ji men phirta hai 'mir' vo mere
تیرے خط کی خبر کو پاتی ہے,jagta huun ki khvab karta huun
اے شب ہجر راست کہہ تجھ کو,aao kabhu to paas hamare bhi naaz se
بات کچھ صبح کی بھی آتی ہے,karna suluk khuub hai ahl e niyaz se
چشم بددور چشم تر اے میرؔ,phirte ho kya darakhton ke saae men duur duur
آنکھیں طوفان کو دکھاتی ہے,kar lo muvafaqat kisu be barg o saz se
عام حکم شراب کرتا ہوں,hijran men us ke zindagi karna bhala na tha
محتسب کو کباب کرتا ہوں,kotahi jo na hove ye umr e daraz se
ٹک تو رہ اے بنایے ہستی تو,manind e subha uqde na dil ke kabhu khule
تجھ کو کیسا خراب کرتا ہوں,ji apna kyuun ki uchte na roze namaz se
بحث کرتا ہوں ہو کے ابجد خواں,karta hai chhed chhed hamara jigar tamam
کس قدر بے حساب کرتا ہوں,vo dekhna tira mizha e nim baz se
کویی بجھتی ہے یہ بھڑک میں عبث,dil par ho ikhtiyar to hargiz na kariye ishq
تشنگی پر عتاب کرتا ہوں,parhez kariye is maraz e jan gudaz se
سر تلک آب تیغ میں ہوں غرق,aage bichha ke nata ko laate the tegh o tasht
اب تییں آب آب کرتا ہوں,karte the yaani khuun to ik imtiyaz se
جی میں پھرتا ہے میرؔ وہ میرے,maane hon kyuun ki girya e khunin ke ishq men
جاگتا ہوں کہ خواب کرتا ہوں,hai rabt e khas chashm ko ifsha e raz se
آؤ کبھو تو پاس ہمارے بھی ناز سے,shayad sharab khane men shab ko rahe the 'mir'
کرنا سلوک خوب ہے اہل نیاز سے,khele tha ek mughbacha mohr e namaz se
پھرتے ہو کیا درختوں کے سایے میں دور دور,arzuen hazar rakhte hain
کر لو موافقت کسو بے برگ و ساز سے,to bhi ham dil ko maar rakhte hain
ہجراں میں اس کے زندگی کرنا بھلا نہ تھا,barq kam hausla hai ham bhi to
کوتاہی جو نہ ہووے یہ عمر دراز سے,dil ko be qarar rakhte hain
مانند سبحہ عقدے نہ دل کے کبھو کھلے,ghair hi maurid e inayat hai
جی اپنا کیوں کہ اچٹے نہ روزے نماز سے,ham bhi to tum se pyaar rakhte hain
کرتا ہے چھید چھید ہمارا جگر تمام,na nigah ne payam ne vaada
وہ دیکھنا ترا مژۂ نیم باز سے,naam ko ham bhi yaar rakhte hain
دل پر ہو اختیار تو ہرگز نہ کریے عشق,ham se khush zamzama kahan yuun to
پرہیز کریے اس مرض جاں گداز سے,lab o lahja hazar rakhte hain
آگے بچھا کے نطع کو لاتے تھے تیغ و طشت,chotte dil ke hain butan mashhur
کرتے تھے یعنی خون تو اک امتیاز سے,bas yahi e'tibar rakhte hain
مانع ہوں کیوں کہ گریۂ خونیں کے عشق میں,phir bhi karte hain 'mir' sahab ishq
ہے ربط خاص چشم کو افشایے راز سے,hain javan ikhtiyar rakhte hain
شاید شراب خانے میں شب کو رہے تھے میرؔ,ab jo ik hasrat e javani hai
کھیلے تھا ایک مغبچہ مہر نماز سے,umr e rafta ki ye nishani hai
آرزوییں ہزار رکھتے ہیں,rashk e yusuf hai aah vaqt e aziz
تو بھی ہم دل کو مار رکھتے ہیں,umr ik bar e karvani hai
برق کم حوصلہ ہے ہم بھی تو,girya har vaqt ka nahin be hech
دل کو بے قرار رکھتے ہیں,dil men koi gham e nihani hai
غیر ہی مورد عنایت ہے,ham qafas zad qaidi hain varna
ہم بھی تو تم سے پیار رکھتے ہیں,ta chaman ek par fishani hai
نہ نگہ نے پیام نے وعدہ,us ki shamshir tez hai hamdam
نام کو ہم بھی یار رکھتے ہیں,mar rahenge jo zindagani hai
ہم سے خوش زمزمہ کہاں یوں تو,gham o ranj o alam niko yaan se
لب و لہجہ ہزار رکھتے ہیں,sab tumhari hi mehrbani hai
چوٹٹے دل کے ہیں بتاں مشہور,khaak thi maujzan jahan men aur
بس یہی اعتبار رکھتے ہیں,ham ko dhoka ye tha ki paani hai
پھر بھی کرتے ہیں میرؔ صاحب عشق,yaan hue 'mir' tum barabar khaak
ہیں جواں اختیار رکھتے ہیں,vaan vahi naaz o sargirani hai
اب جو اک حسرت جوانی ہے,ashk ankhon men kab nahin aata
عمر رفتہ کی یہ نشانی ہے,lohu aata hai jab nahin aata
رشک یوسف ہے آہ وقت عزیز,hosh jaata nahin raha lekin
عمر اک بار کاروانی ہے,jab vo aata hai tab nahin aata
گریہ ہر وقت کا نہیں بے ہیچ,sabr tha ek monis e hijran
دل میں کویی غم نہانی ہے,so vo muddat se ab nahin aata
ہم قفس زاد قیدی ہیں ورنہ,dil se rukhsat hui koi khvahish
تا چمن ایک پرفشانی ہے,girya kuchh be sabab nahin aata
اس کی شمشیر تیز ہے ہمدم,ishq ko hausla hai shart arna
مر رہیں گے جو زندگانی ہے,baat ka kis ko dhab nahin aata
غم و رنج و الم نکو یاں سے,ji men kya kya hai apne ai hamdam
سب تمہاری ہی مہربانی ہے,par sukhan ta ba lab nahin aata
خاک تھی موجزن جہاں میں اور,duur baitha ghubar e 'mir' us se
ہم کو دھوکا یہ تھا کہ پانی ہے,ishq bin ye adab nahin aata
یاں ہویے میرؔ تم برابر خاک,ba rang e bu e gul us baagh ke ham ashna hote
واں وہی ناز و سرگرانی ہے,ki hamrah e saba tuk sair karte phir hava hote
اشک آنکھوں میں کب نہیں آتا,sarapa aarzu hone ne banda kar diya ham ko
لوہو آتا ہے جب نہیں آتا,vagarna ham khuda the gar dil e be muddaa hote
ہوش جاتا نہیں رہا لیکن,falak ai kaash ham ko khaak hi rakhta ki is men ham
جب وہ آتا ہے تب نہیں آتا,ghubar e rah hote ya kasu ki khak e pa hote
صبر تھا ایک مونس ہجراں,ilahi kaise hote hain jinhen hai bandagi khvahish
سو وہ مدت سے اب نہیں آتا,hamen to sharm daman gir hoti hai khuda hote
دل سے رخصت ہویی کویی خواہش,tu hai kis nahiye se ai dayar e ishq kya janun
گریہ کچھ بے سبب نہیں آتا,tire bashindagan ham kaash saare bevafa hote
عشق کو حوصلہ ہے شرط ارنہ,ab aise hain ki sanea ke mizaj uupar baham pahunche
بات کا کس کو ڈھب نہیں آتا,jo khatir khvah apne ham hue hote to kya hote
جی میں کیا کیا ہے اپنے اے ہمدم,kahin jo kuchh malamat gar baja hai 'mir' kya janen
پر سخن تا بلب نہیں آتا,unhen maalum tab hota ki vaise se juda hote
دور بیٹھا غبار میرؔ اس سے,bar ha gor e dil jhanka laaya
عشق بن یہ ادب نہیں آتا,ab ke shart e vafa baja laaya
برنگ بویے گل اس باغ کے ہم آشنا ہوتے,qadr rakhti na thi mata e dil
کہ ہم راہ صبا ٹک سیر کرتے پھر ہوا ہوتے,saare aalam men main dikha laaya
سراپا آرزو ہونے نے بندہ کر دیا ہم کو,dil ki yak qatra khuun nahin hai besh
وگرنہ ہم خدا تھے گر دل بے مدعا ہوتے,ek aalam ke sar bala laaya
فلک اے کاش ہم کو خاک ہی رکھتا کہ اس میں ہم,sab pe jis baar ne girani ki
غبار راہ ہوتے یا کسو کی خاک پا ہوتے,us ko ye na tavan utha laaya
الہی کیسے ہوتے ہیں جنہیں ہے بندگی خواہش,dil mujhe us gali men le ja kar
ہمیں تو شرم دامن گیر ہوتی ہے خدا ہوتے,aur bhi khaak men mila laaya
تو ہے کس ناحیے سے اے دیار عشق کیا جانوں,ibtida hi men mar gae sab yaar
ترے باشندگاں ہم کاش سارے بے وفا ہوتے,ishq ki kaun intiha laaya
اب ایسے ہیں کہ صانع کے مزاج اوپر بہم پہنچے,ab to jaate hain but kade se 'mir'
جو خاطر خواہ اپنے ہم ہویے ہوتے تو کیا ہوتے,phir milenge agar khuda laaya
کہیں جو کچھ ملامت گر بجا ہے میرؔ کیا جانیں,baare duniya men raho gham zada ya shaad raho
انہیں معلوم تب ہوتا کہ ویسے سے جدا ہوتے,aisa kuchh kar ke chalo yaan ki bahut yaad raho
بارہا گور دل جھنکا لایا,ishq peche ki tarah husn e giraftari hai
اب کے شرط وفا بجا لایا,lutf kya sarv ki manind gar azad raho
قدر رکھتی نہ تھی متاع دل,ham ko divangi shahron hi men khush aati hai
سارے عالم میں میں دکھا لایا,dasht men qais raho koh men farhad raho
دل کہ یک قطرہ خوں نہیں ہے بیش,vo garan khvab jo hai naaz ka apne so hai
ایک عالم کے سر بلا لایا,daad be dad raho shab ko ki fariyad raho
سب پہ جس بار نے گرانی کی,'mir' ham mil ke bahut khush hue tum se pyare
اس کو یہ ناتواں اٹھا لایا,is kharabe men miri jaan tum abad raho
دل مجھے اس گلی میں لے جا کر,baten hamari yaad rahen phir baten aisi na suniyega
اور بھی خاک میں ملا لایا,padhte kisu ko suniyega to der talak sar dhuniyega
ابتدا ہی میں مر گیے سب یار,sai o talash bahut si rahegi is andaz ke kahne ki
عشق کی کون انتہا لایا,sohbat men ulma fuzla ki ja kar padhiye ginyega
اب تو جاتے ہیں بت کدے سے میرؔ,dil ki tasalli jab ki hogi guft o shunud se logon ki
پھر ملیں گے اگر خدا لایا,aag phunkegi gham ki badan men us men jaliye bhuniyega
بارے دنیا میں رہو غم زدہ یا شاد رہو,garm ashar 'mir' daruna daghon se ye bhar denge
ایسا کچھ کر کے چلو یاں کہ بہت یاد رہو,zard ru shahr men phiriyega galiyon men ne gul chuniyega
عشق پیچے کی طرح حسن گرفتاری ہے,bani thi kuchh ik us se muddat ke baad
لطف کیا سرو کی مانند گر آزاد رہو,so phir bigdi pahli hi sohbat ke baad
ہم کو دیوانگی شہروں ہی میں خوش آتی ہے,judai ke halat main kya kahun
دشت میں قیس رہو کوہ میں فرہاد رہو,qayamat thi ek ek saaat ke baad
وہ گراں خواب جو ہے ناز کا اپنے سو ہے,mua kohkan be sutun khod kar
داد بیداد رہو شب کو کہ فریاد رہو,ye rahat hui aisi mehnat ke baad
میرؔ ہم مل کے بہت خوش ہویے تم سے پیارے,laga aag paani ko daude hai tu
اس خرابے میں مری جان تم آباد رہو,ye garmi tiri is shararat ke baad
باتیں ہماری یاد رہیں پھر باتیں ایسی نہ سنیے گا,kahe ko hamare kab un ne suna
پڑھتے کسو کو سنیے گا تو دیر تلک سر دھنیے گا,koi baat maani so minnat ke baad
سعی و تلاش بہت سی رہے گی اس انداز کے کہنے کی,sukhan ki na taklif ham se karo
صحبت میں علما فضلا کی جا کر پڑھیے گنیے گا,lahu tapke hai ab shikayat ke baad
دل کی تسلی جب کہ ہوگی گفت و شنود سے لوگوں کی,nazar 'mir' ne kaisi hasrat se ki
آگ پھنکے گی غم کی بدن میں اس میں جلیے بھنیے گا,bahut roe ham us ki rukhsat ke baad
گرم اشعار میرؔ درونہ داغوں سے یہ بھر دیں گے,chalte ho to chaman ko chaliye kahte hain ki baharan hai
زرد رو شہر میں پھریے گا گلیوں میں نے گل چنیے گا,paat hare hain phuul khile hain kam kam bad o baran hai
بنی تھی کچھ اک اس سے مدت کے بعد,rang hava se yuun tapke hai jaise sharab chuvate hain
سو پھر بگڑی پہلی ہی صحبت کے بعد,aage ho mai khane ke niklo ahd e bada gusaran hai
جدایی کے حالات میں کیا کہوں,ishq ke maidan daron men bhi marne ka hai vasf bahut
قیامت تھی ایک ایک ساعت کے بعد,yaani musibat aisi uthana kar e kar guzaran hai
موا کوہ کن بے ستوں کھود کر,dil hai daagh jigar hai tukde aansu saare khuun hue
یہ راحت ہویی ایسی محنت کے بعد,lohu paani ek kare ye ishq e lala azaran hai
لگا آگ پانی کو دوڑے ہے تو,kohkan o majnun ki khatir dasht o koh men ham na gae
یہ گرمی تری اس شرارت کے بعد,ishq men ham ko 'mir' nihayat pas e izzat daran hai
کہے کو ہمارے کب ان نے سنا,chaman men gul ne jo kal dava e jamal kiya
کویی بات مانی سو منت کے بعد,jamal e yar ne munh us ka khuub laal kiya
سخن کی نہ تکلیف ہم سے کرو,falak ne aah tiri rah men ham ko paida kar
لہو ٹپکے ہے اب شکایت کے بعد,ba rang e sabza e nurasta paemal kiya
نظر میرؔ نے کیسی حسرت سے کی,rahi thi dam ki kashakash gale men kuchh baaqi
بہت رویے ہم اس کی رخصت کے بعد,so us ki tegh ne jhagda hi infisal kiya
چلتے ہو تو چمن کو چلیے کہتے ہیں کہ بہاراں ہے,miri ab ankhen nahin khultin zoaf se hamdam
پات ہرے ہیں پھول کھلے ہیں کم کم باد و باراں ہے,na kah ki niind men hai tu ye kya khayal kiya
رنگ ہوا سے یوں ٹپکے ہے جیسے شراب چواتے ہیں,bahar e rafta phir aai tire tamashe ko
آگے ہو مے خانے کے نکلو عہد بادہ گساراں ہے,chaman ko yumn e qadam ne tire nihal kiya
عشق کے میداں داروں میں بھی مرنے کا ہے وصف بہت,javab nama siyahi ka apni hai vo zulf
یعنی مصیبت ایسی اٹھانا کار کار گزاراں ہے,kisu ne hashr ko ham se agar saval kiya
دل ہے داغ جگر ہے ٹکڑے آنسو سارے خون ہویے,laga na dil ko kahin kya suna nahin tu ne
لوہو پانی ایک کرے یہ عشق لالہ عذاراں ہے,jo kuchh ki 'mir' ka is ashiqi ne haal kiya
کوہ کن و مجنوں کی خاطر دشت و کوہ میں ہم نہ گیے,dekh to dil ki jaan se uthta hai
عشق میں ہم کو میرؔ نہایت پاس عزت داراں ہے,ye dhuan sa kahan se uthta hai
چمن میں گل نے جو کل دعوی جمال کیا,gor kis diljale ki hai ye falak
جمال یار نے منہ اس کا خوب لال کیا,shola ik subh yaan se uthta hai
فلک نے آہ تری رہ میں ہم کو پیدا کر,khana e dil se zinhar na ja
برنگ سبزۂ نورستہ پایمال کیا,koi aise makan se uthta hai
رہی تھی دم کی کشاکش گلے میں کچھ باقی,naala sar khinchta hai jab mera
سو اس کی تیغ نے جھگڑا ہی انفصال کیا,shor ik asman se uthta hai
مری اب آنکھیں نہیں کھلتیں ضعف سے ہمدم,ladti hai us ki chashm e shokh jahan
نہ کہہ کہ نیند میں ہے تو یہ کیا خیال کیا,ek ashob vaan se uthta hai
بہار رفتہ پھر آیی ترے تماشے کو,sudh le ghar ki bhi shola e avaz
چمن کو یمن قدم نے ترے نہال کیا,duud kuchh ashiyan se uthta hai
جواب نامہ سیاہی کا اپنی ہے وہ زلف,baithne kaun de hai phir us ko
کسو نے حشر کو ہم سے اگر سوال کیا,jo tire astan se uthta hai
لگا نہ دل کو کہیں کیا سنا نہیں تو نے,yuun uthe aah us gali se ham
جو کچھ کہ میرؔ کا اس عاشقی نے حال کیا,jaise koi jahan se uthta hai
دیکھ تو دل کہ جاں سے اٹھتا ہے,ishq ik 'mir' bhari patthar hai
یہ دھواں سا کہاں سے اٹھتا ہے,kab ye tujh na tavan se uthta hai
گور کس دل جلے کی ہے یہ فلک,faqirana aae sada kar chale
شعلہ اک صبح یاں سے اٹھتا ہے,ki myaan khush raho ham dua kar chale
خانۂ دل سے زینہار نہ جا,jo tujh bin na jiine ko kahte the ham
کویی ایسے مکاں سے اٹھتا ہے,so is ahd ko ab vafa kar chale
نالہ سر کھینچتا ہے جب میرا,shifa apni taqdir hi men na thi
شور اک آسماں سے اٹھتا ہے,ki maqdur tak to dava kar chale
لڑتی ہے اس کی چشم شوخ جہاں,pade aise asbab payan e kar
ایک آشوب واں سے اٹھتا ہے,ki na char yuun ji jala kar chale
سدھ لے گھر کی بھی شعلۂ آواز,vo kya chiiz hai aah jis ke liye
دود کچھ آشیاں سے اٹھتا ہے,har ik chiiz se dil utha kar chale
بیٹھنے کون دے ہے پھر اس کو,koi na umidana karte nigah
جو ترے آستاں سے اٹھتا ہے,so tum ham se munh bhi chhupa kar chale
یوں اٹھے آہ اس گلی سے ہم,bahut aarzu thi gali ki tiri
جیسے کویی جہاں سے اٹھتا ہے,so yaan se lahu men naha kar chale
عشق اک میرؔ بھاری پتھر ہے,dikhai diye yuun ki be khud kiya
کب یہ تجھ ناتواں سے اٹھتا ہے,hamen aap se bhi juda kar chale
فقیرانہ آیے صدا کر چلے,jabin sajda karte hi karte gai
کہ میاں خوش رہو ہم دعا کر چلے,haq e bandagi ham ada kar chale
جو تجھ بن نہ جینے کو کہتے تھے ہم,parastish ki yaan tak ki ai but tujhe
سو اس عہد کو اب وفا کر چلے,nazar men sabhon ki khuda kar chale
شفا اپنی تقدیر ہی میں نہ تھی,jhade phuul jis rang gulbun se yuun
کہ مقدور تک تو دوا کر چلے,chaman men jahan ke ham aa kar chale
پڑے ایسے اسباب پایان کار,na dekha gham e dostan shukr hai
کہ ناچار یوں جی جلا کر چلے,hamin daagh apna dikha kar chale
وہ کیا چیز ہے آہ جس کے لیے,gai umr dar band e fikr e ghazal
ہر اک چیز سے دل اٹھا کر چلے,so is fan ko aisa bada kar chale
کویی ناامیدانہ کرتے نگاہ,kahen kya jo puchhe koi ham se 'mir'
سو تم ہم سے منہ بھی چھپا کر چلے,jahan men tum aae the kya kar chale
بہت آرزو تھی گلی کی تری,gham raha jab tak ki dam men dam raha
سو یاں سے لہو میں نہا کر چلے,dil ke jaane ka nihayat gham raha
دکھایی دییے یوں کہ بے خود کیا,husn tha tera bahut alam fareb
ہمیں آپ سے بھی جدا کر چلے,khat ke aane par bhi ik aalam raha
جبیں سجدہ کرتے ہی کرتے گیی,dil na pahuncha gosha e daman talak
حق بندگی ہم ادا کر چلے,qatra e khun tha mizha par jam raha
پرستش کی یاں تک کہ اے بت تجھے,sunte hain laila ke kheme ko siyah
نظر میں سبھوں کی خدا کر چلے,us men majnun ka magar matam raha
جھڑے پھول جس رنگ گلبن سے یوں,jama e ehram e zahid par na ja
چمن میں جہاں کے ہم آ کر چلے,tha haram men lek na mahram raha
نہ دیکھا غم دوستاں شکر ہے,zulfen kholin to tu tuk aaya nazar
ہمیں داغ اپنا دکھا کر چلے,umr bhar yaan kam e dil barham raha
گیی عمر در بند فکر غزل,us ke lab se talkh ham sunte rahe
سو اس فن کو ایسا بڑا کر چلے,apne haq men ab e haivan sam raha
کہیں کیا جو پوچھے کویی ہم سے میرؔ,mere rone ki haqiqat jis men thi
جہاں میں تم آیے تھے کیا کر چلے,ek muddat tak vo kaghaz nam raha
غم رہا جب تک کہ دم میں دم رہا,subh e piri shaam hone aai 'mir'
دل کے جانے کا نہایت غم رہا,tu na cheta yaan bahut din kam raha
حسن تھا تیرا بہت عالم فریب,ham aap hi ko apna maqsud jante hain
خط کے آنے پر بھی اک عالم رہا,apne sivae kis ko maujud jante hain
دل نہ پہنچا گوشۂ داماں تلک,ijz o niyaz apna apni taraf hai saara
قطرۂ خوں تھا مژہ پر جم رہا,is musht e khak ko ham masjud jante hain
سنتے ہیں لیلی کے خیمے کو سیاہ,surat pazir ham bin hargiz nahin ve maane
اس میں مجنوں کا مگر ماتم رہا,ahl e nazar hamin ko maabud jante hain
جامۂ احرام زاہد پر نہ جا,ishq un ki aql ko hai jo ma siva hamare
تھا حرم میں لیک نامحرم رہا,nachiz jante hain na bud jante hain
زلفیں کھولیں تو تو ٹک آیا نظر,apni hi sair karne ham jalva gar hue the
عمر بھر یاں کام دل برہم رہا,is ramz ko va lekin madud jante hain
اس کے لب سے تلخ ہم سنتے رہے,yarab kase hai naaqa har ghuncha is chaman ka
اپنے حق میں آب حیواں سم رہا,rah e vafa ko ham to masdud jante hain
میرے رونے کی حقیقت جس میں تھی,ye zulm e be nihayat dushvar tar ki khuban
ایک مدت تک وہ کاغذ نم رہا,bad vaziyon ko apni mahmud jante hain
صبح پیری شام ہونے آیی میرؔ,kya jaane daab sohbat az khvesh raftagan ka
تو نہ چیتا یاں بہت دن کم رہا,majlis men shaikh sahib kuchh kuud jante hain
ہم آپ ہی کو اپنا مقصود جانتے ہیں,mar kar bhi haath aave to 'mir' muft hai vo
اپنے سوایے کس کو موجود جانتے ہیں,ji ke ziyan ko bhi ham suud jante hain
عجز و نیاز اپنا اپنی طرف ہے سارا,hamare aage tira jab kisu ne naam liya
اس مشت خاک کو ہم مسجود جانتے ہیں,dil e sitam zada ko ham ne thaam thaam liya
صورت پذیر ہم بن ہرگز نہیں وے مانے,qasam jo khaiye to tala e zulekha ki
اہل نظر ہمیں کو معبود جانتے ہیں,aziz e misr ka bhi sahab ik ghulam liya
عشق ان کی عقل کو ہے جو ماسوا ہمارے,kharab rahte the masjid ke aage mai khane
ناچیز جانتے ہیں نا بود جانتے ہیں,nigah e mast ne saaqi ki intiqam liya
اپنی ہی سیر کرنے ہم جلوہ گر ہویے تھے,vo kaj ravish na mila raste men mujh se kabhi
اس رمز کو ولیکن معدود جانتے ہیں,na sidhi tarah se un ne mira salam liya
یا رب کسے ہے ناقہ ہر غنچہ اس چمن کا,maza dikhavenge be rahmi ka tiri sayyad
راہ وفا کو ہم تو مسدود جانتے ہیں,gar iztirab e asiri ne zer e dam liya
یہ ظلم بے نہایت دشوار تر کہ خوباں,mire saliqe se meri nibhi mohabbat men
بد وضعیوں کو اپنی محمود جانتے ہیں,tamam umr main nakamiyon se kaam liya
کیا جانے داب صحبت از خویش رفتگاں کا,agarche gosha guzin huun main shairon men 'mir'
مجلس میں شیخ صاحب کچھ کود جانتے ہیں,pa mere shor ne ru e zamin tamam liya
مر کر بھی ہاتھ آوے تو میرؔ مفت ہے وہ,hasti apni habab ki si hai
جی کے زیان کو بھی ہم سود جانتے ہیں,ye numaish sarab ki si hai
ہمارے آگے ترا جب کسو نے نام لیا,nazuki us ke lab ki kya kahiye
دل ستم زدہ کو ہم نے تھام تھام لیا,pankhudi ik gulab ki si hai
قسم جو کھاییے تو طالع زلیخا کی,chashm e dil khol is bhi aalam par
عزیز مصر کا بھی صاحب اک غلام لیا,yaan ki auqat khvab ki si hai
خراب رہتے تھے مسجد کے آگے مے خانے,baar baar us ke dar pe jaata huun
نگاہ مست نے ساقی کی انتقام لیا,halat ab iztirab ki si hai
وہ کج روش نہ ملا راستے میں مجھ سے کبھی,nuqta e khal se tira abru
نہ سیدھی طرح سے ان نے مرا سلام لیا,bait ik intikhab ki si hai
مزا دکھاویں گے بے رحمی کا تری صیاد,main jo bola kaha ki ye avaz
گر اضطراب اسیری نے زیر دام لیا,usi khana kharab ki si hai
مرے سلیقے سے میری نبھی محبت میں,atish e gham men dil bhuna shayad
تمام عمر میں ناکامیوں سے کام لیا,der se bu kabab ki si hai
اگرچہ گوشہ گزیں ہوں میں شاعروں میں میرؔ,dekhiye abr ki tarah ab ke
پہ میرے شور نے رویے زمیں تمام لیا,meri chashm e pur ab ki si hai
ہستی اپنی حباب کی سی ہے,'mir' un nim baz ankhon men
یہ نمایش سراب کی سی ہے,saari masti sharab ki si hai
نازکی اس کے لب کی کیا کہیے,is ahd men ilahi mohabbat ko kya hua
پنکھڑی اک گلاب کی سی ہے,chhoda vafa ko un ne muravvat ko kya hua
چشم دل کھول اس بھی عالم پر,ummid var e vada e didar mar chale
یاں کی اوقات خواب کی سی ہے,aate hi aate yaaro qayamat ko kya hua
بار بار اس کے در پہ جاتا ہوں,kab tak tazallum aah bhala marg ke taiin
حالت اب اضطراب کی سی ہے,kuchh pesh aaya vaqia rahmat ko kya hua
نقطۂ خال سے ترا ابرو,us ke gae par aise gae dil se ham nashin
بیت اک انتخاب کی سی ہے,malum bhi hua na ki taqat ko kya hua
میں جو بولا کہا کہ یہ آواز,bakhshish ne mujh ko abr e karam ki kiya khajil
اسی خانہ خراب کی سی ہے,ai chashm josh e ashk e nadamat ko kya hua
آتش غم میں دل بھنا شاید,jaata hai yaar tegh ba kaf ghair ki taraf
دیر سے بو کباب کی سی ہے,ai kushta e sitam tiri ghairat ko kya hua
دیکھیے ابر کی طرح اب کے,thi sab e ashiqi ki badayat hi 'mir' par
میری چشم پر آب کی سی ہے,kya janiye ki hal e nihayat ko kya hua
میرؔ ان نیم باز آنکھوں میں,ishq hamare khayal pada hai khvab gai aram gaya
ساری مستی شراب کی سی ہے,ji ka jaana thahar raha hai subh gaya ya shaam gaya
اس عہد میں الہی محبت کو کیا ہوا,ishq kiya so diin gaya iman gaya islam gaya
چھوڑا وفا کو ان نے مروت کو کیا ہوا,dil ne aisa kaam kiya kuchh jis se main nakam gaya
امیدوار وعدۂ دیدار مر چلے,kis kis apni kal ko rove hijran men bekal us ka
آتے ہی آتے یارو قیامت کو کیا ہوا,khvab gai hai taab gai hai chain gaya aram gaya
کب تک تظلم آہ بھلا مرگ کے تییں,aaya yaan se jaana hi to ji ka chhupana kya hasil
کچھ پیش آیا واقعہ رحمت کو کیا ہوا,aaj gaya ya kal javega subh gaya ya shaam gaya
اس کے گیے پر ایسے گیے دل سے ہم نشیں,haae javani kya kya kahiye shor saron men rakhte the
معلوم بھی ہوا نہ کہ طاقت کو کیا ہوا,ab kya hai vo ahd gaya vo mausam vo hangam gaya
بخشش نے مجھ کو ابر کرم کی کیا خجل,gaali jhidki khashm o khushunat ye to sar e dast aksar hain
اے چشم جوش اشک ندامت کو کیا ہوا,lutf gaya ehsan gaya inaam gaya ikram gaya
جاتا ہے یار تیغ بکف غیر کی طرف,likhna kahna tark hua tha aapas men to muddat se
اے کشتۂ ستم تری غیرت کو کیا ہوا,ab jo qarar kiya hai dil se khat bhi gaya paigham gaya
تھی صعب عاشقی کی بدایت ہی میرؔ پر,nala e 'mir' savad men ham tak doshin shab se nahin aaya
کیا جانیے کہ حال نہایت کو کیا ہوا,shayad shahr se us zalim ke ashiq vo badnam gaya
عشق ہمارے خیال پڑا ہے خواب گیی آرام گیا,ishq men zillat hui khiffat hui tohmat hui
جی کا جانا ٹھہر رہا ہے صبح گیا یا شام گیا,akhir akhir jaan di yaron ne ye sohbat hui
عشق کیا سو دین گیا ایمان گیا اسلام گیا,aks us be did ka to muttasil padta tha subh
دل نے ایسا کام کیا کچھ جس سے میں ناکام گیا,din chadhe kya janun aine ki kya surat hui
کس کس اپنی کل کو رووے ہجراں میں بے کل اس کا,lauh e sina par miri sau neza e khatti lage
خواب گیی ہے تاب گیی ہے چین گیا آرام گیا,khastagi is dil shikasta ki isi babat hui
آیا یاں سے جانا ہی تو جی کا چھپانا کیا حاصل,kholte hi ankhen phir yaan mundni ham ko padin
آج گیا یا کل جاوے گا صبح گیا یا شام گیا,diid kya koi kare vo kis qadar mohlat hui
ہایے جوانی کیا کیا کہیے شور سروں میں رکھتے تھے,paanv mera kalba e ahzan men ab rahta nahin
اب کیا ہے وہ عہد گیا وہ موسم وہ ہنگام گیا,rafta rafta us taraf jaane ki mujh ko lat hui
گالی جھڑکی خشم و خشونت یہ تو سر دست اکثر ہیں,mar gaya avara ho kar main to jaise gard bad
لطف گیا احسان گیا انعام گیا اکرام گیا,par jise ye vaqia pahuncha use vahshat hui
لکھنا کہنا ترک ہوا تھا آپس میں تو مدت سے,shaad o khush tale koi hoga kisu ko chaah kar
اب جو قرار کیا ہے دل سے خط بھی گیا پیغام گیا,main to kulfat men raha jab se mujhe ulfat hui
نالۂ میرؔ سواد میں ہم تک دوشیں شب سے نہیں آیا,dil ka jaana aaj kal taaza hua ho to kahun
شاید شہر سے اس ظالم کے عاشق وہ بدنام گیا,guzre us bhi sanehe ko ham nashin muddat hui
عشق میں ذلت ہویی خفت ہویی تہمت ہویی,shauq e dil ham na tavanon ka likha jaata hai kab
آخر آخر جان دی یاروں نے یہ صحبت ہویی,ab talak aap hi pahunchne ki agar taqat hui
عکس اس بے دید کا تو متصل پڑتا تھا صبح,kya kaf e dast ek maidan tha bayaban ishq ka
دن چڑھے کیا جانوں آیینے کی کیا صورت ہویی,jaan se jab us men guzre tab hamen rahat hui
